lat,long,name,firstname,live_year,Dates de vie et de mort,Ville ou pays d'origine,Liens familiaux,Titre,Lieux d'habitations,Œuvres parisiennes,Œuvres versaillaises,autres œuvres,notes,documents,Collaborations connues,Inventaire après décès
,,LEGOUPIL,André,,,,,,"En 1729, demeure au Vieux Louvre",,,,,MC/ET/CXVIII/373 et voir B. Pons,,
,,LEGRAND,Jacques Eloi,,Before 1683-après 1719,,"Marié à geneviève Costard . Deux fils : un reconnu Louis-Eloi et Germain-Eloi. Un frère, Jacques, aussi sculpteur.",Sculpteur,"En 1683 : habite rue des Fossés (Souchal). En 1709 il habite rue du hasard MC/ET/IV/343 . 1713 : habite toujours rue du Hasard, paroisse ST Eloi.","1713 : travaux pour la maison de Mr. Grandhomme, rue d'Argenteuil.","1683-90 : travaux à Versailles, au grand Trianon.",1680 : bas relief dans les appartement du prince de Conti à ST Germain en Laye. 1686 : travaux dans l'église ST Cyr. 1688 : travaux pour le marquis de Tilladet. 1693 : quatre consoles pour le château de Choisy. 1707 : deux lions et deux statues (l'air et le feu) pour le chateau de Chantilly.,Usuellement nommé Eloi. Son frère Jacques a parfois collaboré avec lui.,MC/ET/IV/343 et MC/ET/II/59 et Souchal T1 et T2 et FL40716 et Lami,"En 1686-93 : travaux pour le dôme des Invalides avec : pour les corniches Goupil, sous la dir. De Jouvenet, travaux dans les autres chapelles par Legrand et Briquet, les 4 : 1944 L",
,,LEGROS,Pierre I,,1629-1714,Né à Chartres,"Fils de Lubin Legros, mercier à Chartres puis marchand de pierre à Paris, et Françoise Conflans. Marié à Jeanne Marsy, fille du sculpteur Gaspard Marsy. Deux filles et un fils : Pierre II qui deviendra sculpteur. Vuef, il se remariera avec Marie Lepautre, soeur du sculpteur Pierre Lepautre.","1663 : se présente à l'académie, reçu en 1666. Sculpteur ordinaire du roi","Avant 1666 : habite rue des Boucheries, paroisse St germain des près. Après 1666 : habite dans une maison achetée avec la dote de sa femme (non précisé sur le Souchal)Le 8 mai 1707 il est dit demeurant rue Saint Eustache. Le 1er juin 1707 il est dit demeurant rue Saint Marc, de même le 11 décembre 1707MC/ET/VII/181 , de même en 1713MC/ET/I/252. information contradictoire : le 9 Aout 1707 : habite rue St Honoré, paroisse ST Germain l'auxerrois FL40876","1666 : statue de Vigilance, pour le château des Tuileries. 1668_73 : le maréchal d'Aumont, pour la salle des antiques du Louvre. 1675-77 : La conquête de Limbourg pour la porte ST Martin","1646-1688 : de nombreuses œuvres pour Versailles, dans le jardin et le château. 1691 : modèles pour les ornements pour le dôme des Invalides. 1691-99 : sculptures pour le dôme des Invalides.","1668 : travaux à St Léger en Yvelines. 1676-82 : travaux au château de Clagny. 1682-83 : la guérison de l'aveugle, cathédrale de Chartres. 1690 : Anges sur la façade du dôme des invalides. 1697 : travaux pour Marly. 1699 -1705 : statues pour le château de Rambouillet.  1702 : restauration d'antiques pour Marly. 1707-11 : sculptures pour l'electeur Max Emmanuel de Bavière. (SD) quatre termes illustrant les saisons.","Elève de Jacques Sarrazin (Souchal) Il loue un bail de trois ans à Claude Lenoble, bourgeois de Paris, d'une maison à l'enseigne du Soleil d'or, sise place aux Veaux, moyennant 225 livres de loyer annuel. Lors de son mariage, Charles Errard est témoin","MC/ET/XXXVI/319 et MC/ET/XXXVI/323, Souchal T2 ET FL40876 et Lami","1675-77 : porte ST Martin avec Desjardins, Le Hongre, G. Marsy.",
,,LEGROS,Pierre II,,1666-1719,Né à Paris,"Fils de Pierre I Legros. Marié à Marie Peti d'un premier mariage, et Marie-Charlotte Houasse, fille du directeur de 'lacadémie avec qui il eu trois enfants.","1686 : premier prix de l'académie. En 1690 : envoyé à l'académie de France à Rome en tant que pensionnaire. Exclut de l'académie en 1695 car a travaillé pour  Andréa Pozzo sans leur consentement. 1er prix dans une compétition à Rome pour ce travail au Gesu. 1700 : élu ""accademico di merito"" par l'académie. Morceau de réception en 1702 Membre de l'administration en tant que ""curateur des étrangers""",,"1686 : 1er prix à l'académie, Noé entrant dans l'arche. 1607-avant 1708 : sculptures pour le mausolé de la famille Bouillon, Cluny.",,"1692-95 : Véturie, copie d'un antique réalisé à Rome. 1694 : le temps, réalisé à Rome. 1695-99 : travaux pour la chapelle de Sant'Ignazio, Gesu, Rome. 1697 : statue de Pie V, santa maria maggiore, rome. 1698-99 : sculptures pour l'autel de San Luigi Gonzaga a Sant'ignazio. 1701 : tombe du cardinal Casanata, St Jean de Latran, Rome. 1702 : Ange et putti, Rome santa maria dell'orto. 1702 : les arts rendant hommage a Clément XI, rome académie de st luc. Beaucoup d'autres oeuvres à Rome, sculptures et tombeaux.","Apprends la sculpture auprès de son père et le dessin auprès de son oncle, Jean Lepautre. Gravement malade en 1714 il retourne en France où il est protégé par Pierre Crozat, pour qui il travaillera beaucoup.",Souchal T2,,"Oui, Archivio di stato di Roma, Archivi di trenta notari, Uff. 37, vol. 392. Noté par Engrass, p. 129-130"
,,LEMAIRE,Jean,,?- déjà mort en 1698,,"Fils d'un officier. Un fils, Philippe Lemainre (voir notes)",sculpteur,en 1718 il demeure rue de la Lune,"De1687 à 1695 : les comptes des bâtiments du roi en font mention pour différents ouvrages en pierre et bois pour les châteaux de Versailles, Trianon, Choisy et Meudon, ainsi que pour l'église des Invalides.","De1687 à 1695 : les comptes des bâtiments du roi en font mention pour différents ouvrages en pierre et bois pour les châteaux de Versailles, Trianon, Choisy et Meudon, ainsi que pour l'église des Invalides.",,"Sa veuve meurt en 1717 à l'âge de 64 ans. Son fils, Philippe, travaille en 1698 à l'église des Invalides, en 1708-09 il est occupé à la décoration du château de Versailles. En 1713, il sculpte des boiseries dans les appartements de Mme de Maintenon à Trianon.",MC/ET/XXXVI/367 et Souchal,,
,,LEMOYNE,Jean-Louis,,1665-1755,Né à Paris,"Marié à Aramand Monnoyer, peintre de paysage, fille du célèbre peintre Jean Baptiste Monnoyer. Un fils, Jean-Baptiste II, futur sculpteur.","1685 et 1686 : reçoit deux fois un premier petit prix, en 1687 : un premier grand prix. 1692 : agrée à l'académie de Bordeaux. 1699 : agrée à l'académie de Paris. 1703 : devient académicien.A la mort de son père en 1713 il hérite du titre ""écuyer et valet de chambre du duc d'Orléans"". 1715 : assistant professeur, 1724 : professeur. 1744 : assistant recteur de l'académie. 1746 : recteur.","1704 : achète un terrain à bâtir rue St Louis au marais, qu'il revends en 1708. 1713 : vivait rue St Roch. 1721 : vivait rue Meslay, paroisse St Nicolas des champs. 1731 : vit rue del'arbre sec où il construit une fonderie. 1736- 1755 : habite dans un appartement au Louvre.","1687 : le déluge, 1er grand prix de l'académie. 1697 : Jean-Jacques Charron, marquis de Ménars, destination inconnue 1699-1704 : Jules Hardouin-Mansart, morceau de réception. 1702 : anges adorant pour le dôme des Invalides. 1702 : travaux sur le baldaquin pour le dôme des Invalides. Salon de 1704 : Céphale et Procris, tête d'un jeune homme. 1712 : buste d'Elizabeth Suzanne Le Detz. 1712-13 : la foi et l'espoir, cathédrale Notre-Dame. 1714 : Vénus et Cupidon, pourl'hôtel de Charles Castelain. 1717 :buste de  J.-F. Moreau. 1730 : buste pour Louis de Boullongne. 1730-31 : Hercule et Amphitrite, jardin du palais royal.1736 : buste de Jacques V Gabrie. 1737 : buste de Nicolas de Largillière.","1700 -1731 : de nombreux travaux pour Versailles (château et chapelle), Trianon et Marly dont : 1710 : une compagne de Diane pour Marly.","1692 : Louis XIV, bas relief en bois, sujet de réception pour l'académie de Bordeaux. 1694 : Pierre-Michel Du Plessis, buste pour l'académie de Bordeaux. 1703 : corniche dans l'aile des marroniers, château de Meudon. 1709 : sculptures au château neuf de Meudon. 1709 : huit torchères et quatre vases pour Meudon.  1724 : monument funéraire de Fénélon,  cathédrale de Cambrai. 1731-1741 : statue équestre de Louis XV pour Bordeaux. 1738-39 : La crainte des traits de l'amour pour le chateau de Ménars",Etudie la sculpture avec Coysevox. Entre 1685-90 = reçoit une bourse en tant qu'élève de l'académie.,Souchal T2 et Lami,"En collaboration avec son fils, J.-B. II Lemoyner pour la statue équestre de Louis XV à Bordeaux.",
,,LEMOYNE,Jean-Baptiste I,,,Paris,"Grands parents paternels : Louis Lemoyne, sculpteur, et Catherien Guillain, fille de Simon Guillain. Parents: Jean Lemoyne ""peintre ordinaire du roi, ecuyer et valet de chambre du duc d'Orléans"" et Geneviève Leblond, soeur du peintre Antoine Leblond de la Tour. 12 frères et soeurs son frère Jean-Louis, aussi sculpteur. Marié à Geneviève-Suzanne Sylvestre, petite fille d'Israël Sylvestre.","Sculpteur ordinaire du roi. En 1705 : reçut second au grand prix de sculpture. Se présente à l'académie, agrée en 1710, devenu académicien en 1715. 1725 : assistant professeur En 1728 il est dit adjoint à professeur de l'académie royale et sculpteur du roi","1713 : habite aux galeries du Louvre. EN 1717 : rue des Gravilliers. En 1719 et 1721 : rue Neuve St Martin, en 1728 il est dit demeurant rue des Francs Bourgeois MC/ET/I/339 et loue un grand hangar avec une petite chambre, sise rue de Verneuil (même doc). En 1731 il est dit habitant rue du Louvre MC/ET/I/339","1705 : Judith menée par les soldats à la tente d'Holopherne, bas relief, 2nd grand prix de l'académie. 1710 : Andromède enchainée au rocher, pour l'académie.  1719-31 = travaux pour le grand autel du sanctuaire de St Jean en Grève.",,"(SD) Danae couchée, terre cuite, destination inconnue.","A son mariage assiste Jean-Louis Lemoyne, sculpteur du roi et professeur en son académoe royale des peintures et sculptures. FL41863",SOUCHAL t2 MC/ET/XXXVI/388 et MC/ET/I/339 et Lami,,
,,LENAIN,Louis,,1676-1733,Paris,Probablement parent de Pierre Lenain,Maitre sculpteur,"Au moment de sa mort, habitait rue Poissonière",,,,,Lami,,
,,LEPAUTRE,Jean,,1648-1735,,"Marié à Marie-Louise Pasquier. Fils de l'architecte Antoine Lepautre, cousin de Pierre Lepautre. ",Qualifié de bourgeois de Paris en 7820,"En 1709-1722 : rue d'anjou, paroisse ST André des arts (Souchal et FL42565). En 1720 il habite avec sa femme rue St Julien des Ménétriers et achète un grand terrain rue de Charenton, faubourg St Antoine et un chantier pour 3645 livresMC/ET/IX/614 . En 1728 : habite rue Neuve St denis, paroisse St Laurent. En 1735, habite rue Saint-Julien des Ménétriers.",,,,,MC/ET/IX/614  et FL42565 et Lami,,
,,LEPAUTRE,Pierre,,1660- 1744,,"Fils de Jean Lepautre, neveu d'Antoine Lepautre. Son frère, qui meurt 1703, était maçon et architecte, Pierre en hérite,MC/ET/VII/175. Son autre frère : Balthazar Lepautre, est également architecteMC/ET/VII/181. Marie Lepautre (sœur?) est mariée avec Pierre LegrosMC/ET/VII/181 . A épousé Marthe Tyrus, fille d'un bourgeois de Paris.Veuf, il se remarie avec Hélène Pain avec qui il a une fille, Angélique, qui épouse en 1740 le sculpteur Claude Francin, fils de François-Alexis Francin.",1683 : premier prix de sculpture avec un bas relief représentant L'invention des forges par Tubal-Caïn. N'entre pas à l'académie royale de peinture et de sculpture mais à l'académie de St Luc avec le titre de recteur perpétuel. 1701 : sculpteur ordinaire des bätiments du roi. 1702 : sculpteur du roi en son académie de Rome. 1705 dit sculpteur des Bâtiments du roi,"1684-1701 : à Rome en tant que pensionnaire du roi. En 1701 demeure rue St MarcMC/ET/IX/670, en 1702 demeure rue FeydeauMC/ET/VII/169, en 1705n le 19 mars : habite rue des Petits Pères, en 1705, le 28 mars, il dmeeure rue des VictoiresMC/ET/VII/174  en 1715, il demeure rue de Buci MC/ET/IV/388","1695 : Arrie et Paetus, groupe en marbre, jardin des Tuileries, commencée par Théodon, achevée à Rome par Lepautre. 1702 : Atalante, statue en marbre, jardin des Tuileries. 1705-09 : Sainte Marcelline, statue en plâtre, autrefois dans la chapelle Ste Ambroise, Invalides. 1712 : L'humilité et l'innocence, figures en plomb, choeur de Notre-Dame de Paris. 1696-1716 : Enée portant Anchise, groupe en marbre, jardin des Tuileries.  (SD)monument de Jean Auberi, marquis de Vastan, église St merry. (SD) Vierge, figure en marbre dans la chapelle de la vierge à l'hospice de la charité. (SD) le banc d'oeuvre de l'église ST Eustache. (SD) Clytie changée en tournesol, statue en marbre pour le château de la Muette. (SD) Le prophète Jérémie, statue, chapelle de l'académie de ST Luc. 1728 : sculptures du portail de l'église des Mathurins.  (SD) sculptures décorant l'autel de l'église des religieuses de la visitation de Ste Marie, quartier ST Antoine.","1702 : restauration de figures en marbre pour le parc de Marly. 1705 : ornements en plomb pour le comble de la chapelle du château de Versailles.  1705 : collaboration à la décoration des façades de Trianon. 1708-09 :La modestie et la pureté, bas relief en pierre, pourtour intérieur de la chapelle de Versailles, dans la même chapelle deux anges en bronze et deux groupes d'anges en plomb executés en collaboration avec Guillaume Coustou. 1710 :un trophée. 1710 : St Grégoire et St Ambroise, statues en pierre de tonerre, chapelle de Versailles. 1710-14 : une nymphe pour Marly.","1685 : faune portant un chevreau, statue en marbre, copiée à Rome d'après l'antique. 1687-88 : Méléagre, statue en marbre d'après l'antique, faite à Rome. 1709 : Huit torchères et quatre vases en pierre pour le château de Meudon, en collaboration avec Jean-Louis Lemoyne, Offement et Poultier. (SD), les quatre saisons, bas relief pour Meudon.","Pierre Lepautre possède un tiers d'un terrain situé à la ville neuve, rue Poissonière, et le vends en 1705MC/ET/VII/174 a également un petit corps de logis, mitoyen au terrain. Pierre Lepautre était également graveur.A rome, Le Pautre est avec Legros II, Théodon et Le Lorrain. En 1741 : État des créanciers. A Robert Le Lorrain il est dû un capital de 10.000 livres, principal de 454 livres 10 sols 10 deniers de renteMC/ET/IX/654. A part quelques commissions pour l'église, il ne travailla que pour le roi.",MC/ET/IX/670 MC/ET/VII/174 MC/ET/VII/175  et Lami,"Oui, avec Guillaume Coustou en 1709 pour deux groupes d'anges en plomb dans la chapelle de Versailles.  1709 : Huit torchères et quatre vases en pierre pour le château de Meudon, en collaboration avec Jean-Louis Lemoyne, Offement et Poultier.","Oui, publié par Guiffrey dans NAAF, 1884, p.66."
,,LEPILLEUR,Jean,,,,Marié à Marie-Anne Mauduit. Une fille : Marie-Anne.,En 1697 :  sculpteur,"En 1697 : habite rue champfleury, de même en 1699",,"En 1699, travaille à Marly.","En 1700 , travaille à Meudon à deux contres-cœurs pour le cabinet de l'entresol.",Plutôt un mouleur (GBB),FL42450 et Lami,,
,,LERAMBERT,Louis,,1620-1670,Né à Paris,"Fils de Simon Lerambert, sculpteur, et Marie Desneiges. 1660 : Marié à Marie Gissey, fille du sculpteur Germain Gissey  et petite fille de Barhélémy Tremblay. Pas d'enfants.","1637-1663 : titre de ""garde des marbres"". 1664 : Assistant professeur. 1665 : Professeur.",En 1660 : il habite dans le Louvre FL42623. Vit rue de Richelieu où il meurt en 1670,"1649-50 : grand autel pour le couvent des minimes de Nigeon, Paris. 1655 : Cupidon endormi, pour l'appartement des bains, Louvre. 1663-66 : tombeau de la famille Bastard, église St Eustache. 1664 : buste du cardinal Mazarin, pour l'académie. (SD) deux tombes à st Germain l'auxerrois. (SD) Bénitier pour St Germain l'auxerrois. (SD) sculptures pour la maison de Le Nôtre, rue de Rivoli.  (SD) Vierge et enfant pour le pont au change. (SD) Vierge et enfant pour le coin de la rue vieille du temple et de la rue des Rosiers.","1664-1669 : divers travaux pour le château et le jardin, dont douze termes pour le jardin. 1669 : buste du dux de la Meilleraye.","1656 : sculpture pour la résidence de Pierre Monnerot à Sèvres. 1660 : tombeau de Jean Courtin et sa femme, Blois. 1660 : Sculptures au château de Bonne-Chamarande. 1662 : buste de Louis Hesselin. (SD) tombeau du marquis et de la marquise de Dampierre.  (SD) deux bustes, Evrard Jabach et sa femme. (SD) tombe de François d'Aguillenguy, Pontoise. (SD) épitaphe de Lerambert pour sa propre tombe à Meudon. (SD) croix, près Meudon. (SD) buste de Leblanc, père et fils. (SD) buste de Jacques Desalluz (SD) tête de martyr et tête de Bacchante pour Meudon","Elève de Simon Vouet, proche de Lebrun et Lenôtre. Entre dans l'atelier de Sarrazin. En tant que garde des marbres, souvent impliqué dans le transport des marbres. A part pour le roi, il travaille beaucoup avec de riches financiers.",Souchal T2 et FL42623 et Lami,,
,,LESPAGNANDELLE,Matthieu,,1616-1689,Né à Paris,"Fils de Jean Lespagnandelle, maitre menuisier vivant rue et paroisse St Sulpice et Judith Milleville. Marié à Judith Milleville, sœur du menuisier Louis Prou. Sept enfants, une seulle fille survit.","1651 : reçut à l'académie de St Luc, exclut en 1681 à cause de sa religion, puis réintégré plus tard.","1642 : travaille au château de Richelieu dans l'indre et loire. 1669 : il achète une maison et des vignes à Champrossay (Esssone). 1654 : habite rue St Louis en l'isle, 1656 : habite quai de la Tournelle, 1663-74 :  grande rue du faubourg St Victor.  1675 : achète une maison rue de Versailles, proche de la porte St Victor où il vécut jusqu'à sa mort.","1654 : dessin pour la balustrade de l'église des Célestins. 1654 : banc d'œuvre pour l'église ST Paul. 1654 : trois bas reliefs pour la clôture du chœur de St Jacques de la Boucherie. 1656-57 : travaux à l'arsenal. 1657-58 : travaux au couvent des annonciades à Popincourt. 1663 : travaux sur la façade est de la cour de la reine mère. 1665-72 : St Mathias, morceau de réception. 1666-69 : travaux au chateau des Tuileries. 1668-70 : chapiteaux pour le Louvre.  1670 : travaux dans la galerie de Diane, chateau des Tuileries. 1670 : travaux dans la grande galerie du Louvre. 1671 : travaux sur l'arc de triomphe de la porte St Antoine. 1673-78: travaux sur le peristyle de la colonnade du Louvre. 1675 : sculpture sur le grand autel de l'église des Prémontrés.  1679-80 : buffet d'orgue de l'abbaye de St Victor.  1682 : statues de charlemagne et St Louis, pour le retable de la chapelle st nicolas grande salle du palais de justice.",1669-73 : travaux pour le château de St Germain en Laye. 1670 : dix miroirs pour le trianon de porcelaine.  1682-88 : de nombreux travaux à versailles.,"1659-1661 : travaux à Vaux Le Vicompte. 1664 : quatre sphinx, fontainebleau.  1665-67 : travaux pour le chœur de l'église du Val-de-Grâce.","Lespagnandelle renonce à sa foi protestante pour épouser sa femme. Proche de la famille Marot, protestants et artistes.",Souchal T2 et Lami,,
,,LESPINGOLA,François,,1644-1705,Né à Joinville (Meuse),"Fils de Toussaint Lespingola, officier du roi, et Jacqueline Bouret. Premier mariage avec Françoise-Cécile Johannet.  Neuf enfants. Veuf, il se remarie avec Barbe Lefol, avec qui il a d'autres enfants, dont Antoine, marbrier.",1665 : 3e prix de sculpture à l'académie. 1665 : pensionnaire à Rome avec Raon et Clérion. 1672 : membre de l'académie de St Luc à Rome. 1675 : retour à Paris.,"(SD) : habite rue St Anne. 1686 : habite rue l'Evesque. 1688 : habite rue St Honoré. 1692 : habite rue saint Roch. 1693 : rue d'Argenteuil.  1697 : habite rue du foin. Meurt en 1705 dans sa maison rue de l'Echelle.  1700-1705 : Armoiries pour la tombe de Colbert de Villacerf, église des minimes.","1665 : petit bas relief, 3ème prix de l'académie. 1676 : L'union des académies française et romaine, morceau de réception. 1690 : têtes de chérubins pour les Invalides.1700 : Pépin Le Bref, médaillon, Invalides.  1691 : sculptures sur le piedestal de la pyramide, dôme des invalides. 1691 : modèle pour le grand autel du dôme des Invalides.  1691-93 : le pape bénissant saint LOuis et ses enfants, bas relief, Invalides. 1691-93 : ange apportant la sainte ampoule, Invalides. 1700-1703 : sculptures sur deux pendentifs, dôme des invalides. 1703 : ornements pour le dôme des Invalides. (SD) anges supportant un tabernacle, couvent des filles du saint sacrement.  (SD) Hercule sauvant Promethée, groupe en bronze. (SD) Louis XIV à cheval, le dauphin à cheval, deux statuettes en bronze.","1673-1705 : de nombreuses travaux à Versailles dont : 1684-88 : Paétus et Aria, groupe en marbre.","1673 : statue de Bérénice, fait à Rome. 1691-93 : ange tenant un serpent effronté, bas relief, destination inconnue. 11699 : modèle de cheminée pour le cabinet du dauphin à Meudon.  1699 : modèle de vase pour Marly et Meudon. 1699-1700 : corniche pour Meudon.  1702 -1703 : travaux pour Meudon.","Travaille principalement pour le roi de 1672 à sa mort, en particulier aux Invalides.",Souchal T2 et MC/ET/I/227 et Lami,En association avec Coustou,"oui : Appartement : au rez-de-chaussée, cuisine; au 1er étage, 2 chambres, 2 petites salles. - Domestiques : deux servantes. - Mobilier : ameublement très simple; dans une chambre trois petites pièces de tapisseries verdures (70 l.), ailleurs tapisserie de Bergame, une tapisserie de Rouen à fleurs, quelques tableaux : deux paysages (8 l.), cinq sujets religieux (16 l.). - Argenterie : elle est prisée 197 livres. - Bibliothèque : 43 volumes (Dictionnaire poétique, OEuvres de Scarron, Décaméron de Boccace, Satyre Ménippée, Caractères de Théophraste, Discours de de Bussy, L'Arlequilianat). - Habits : ceux du défunt sont prisés 240 livres. 
L'inventaire des papiers ne porte que la mention d'une liasse de 48 pièces (sentences des consuls, exploits, quittances, mémoires, etc.). La veuve déclare qu'il est dû à la succession de son mari ""plusieurs ouvrages par lui faits pour le roi en différents lieux, ce qu'elle ne peut précisément dire, attendu qu'il n'y a que M. le Surintendant des bâtiments qui le puisse savoir"". - Dettes passives : 487 livres. 
Voir Tableaux, page 789; Sculptures, page 1028. 
MC/ET/I/227"
,,LOISEAU,Jacques,,,,,Sculpteur,En 1719 demeure rue Beaubourg,,,,"A propos de la collaboration entre Jouasse et Loiseau : ""S'il advenait au sieur Jouasse d'autres ouvrages de sculpture commandés par les sieurs de Cotte et Jossenet [Jossenay], architectes des bâtiments du roi, pour qui ledit Loiseau travaille ordinairement, ledit Jouasse sera tenu d'en faire part audit Loiseau pour moitié, et réciproquement, si Loiseau reçoit des ouvrages de sculpture de la part des sieurs de Boisfranc [Boffrand], architecte du roi, et Aubry, architecte, pour qui Jouasse travaille ordinairement, Loiseau lui en fera part.""MC/ET/III/842",MC/ET/III/842,"Avec Alexandre Jouasse pour ouvrage de sculpture ""tant de bois, pierre, plâtre et plomb"" dans la maison du maréchal de VilleroyMC/ET/III/842",
,,LOISEL ou LOYSEL,Jacques,,,,"fils de Robert Loysel, maitre peintre et sculpteur. Son frère, Robert Loysel est également sculpteur, son neveu est Jacques Guillermin.Neveu de Jacques Denise, sculpteur (F.L. 20319). Marié à Marie Catherine Ducrocq en 1712.",En 1699 sculpteur (F.L. 20319). Remporte le premier prix de sculpture à l'académie en 1702.,En 1699 habite sur le pont de Notre Dame F.L. 20319. EN 1720 : habite rue Planche Mibré FL44448,"En 1712, travaille à deux trophées pour le chœur de l'église Notre-Dame",En 1709-12 : travaille sans doute à la décoration du château de Versailles.,,"A son mariage, en 1712 assistent : Philippe Magnier, Robert Loysel et Jacques Guillermin. Régime matrimonial : communauté. - Dot : 2.000 livres (1.500 livres en deniers comptant, 500 livres en meubles, linge et vêtements) à délivrer la veille du mariage. - Biens du futur époux : 2.500 livres. - Douaire : 700 livres. Assiste au mariage de son oncle Jacques Denise, sculpteur F.L. 20319. Assiste au mariage de Jean Bouhon et Cécile Ducrocq en présence de Jacques Loisel. FL44448",MC/ET/II/373 F.L. 20319 et FL. 44448 et Lami,travaille avec son frère Robert,"Celui de son père : Les biens de la succession consistent uniquement dans les meubles et effets inventoriés, évalués à 821 livres 5 sols; Robert Loysel cède à son frère Jacques, qui est sur le point de se marier, sa part de meubles et effets et aussi ce qui doit lui revenir sur le prix des ouvrages de sculpture en cours entrepris par les deux frères, le tout moyennant 700 livres que Jacques Loysel et Marie-Catherine Ducrocq, sa fiancée, s'engagent à lui verser. MC/ET/II/373"
,,LOISEL ou LOYSEL,Nicolas Robert,,,,Fils de Robert Loysel et Jeanne Guillermin. Marié à Marie Claude Bernard.,En 1717 : maitre sculpteur en l'académie de St Luc (FL44801),En  1717 : habite rue Planche Mibray  (FL44801),,,,"A son mariage assiste Jacques Loysel, sculpteur, paroisse St Jacques de la boucherie et Claude Pattin, maitre mpeintre, paroisse St Jean en Grève.",FL44801,,
,,LOISEL ou LOYSEL,Robert,,?- vivait encore en 1682,,"Marié à Jeanne Guillermin. Un fils, Nicolas Robert Loysel. Fils de Anne le Vavasseur et Pierre Loysel. Un fils : Pierre. Parent de Philippe Loiselet Pierre Loisel (voir Lami)",Reçu membre de l'académie en 1655. En 1657 : maitre sculpteur et peintre. En 1720 : sculpteur,En 1669 : habite rue St Nicaise FL44806. En 1720 : habite rue Planche Mibré FL44448,,,,"Assiste au mariage de Jean Bouhon, employé dans les armés du roi et Cécile Ducrocq en présence de Jacques Loisel. FL44448. Actes de décès de ses fils en 1658 et 1666.",FL44448 et FL44805 et FL44806 et Lami,,
,,LOYSEL,Robert (fils),,,,"fils de Robert Loysel, maitre peintre et sculpteur. Son frère, Jacques Loysel est également sculpteur, son neveu est Jacques Guillermin ",Sculpteur,,,,,,MC/ET/II/373,Travaille avec son frère Jacques,"Celui de son père : Les biens de la succession consistent uniquement dans les meubles et effets inventoriés, évalués à 821 livres 5 sols; Robert Loysel cède à son frère Jacques, qui est sur le point de se marier, sa part de meubles et effets et aussi ce qui doit lui revenir sur le prix des ouvrages de sculpture en cours entrepris par les deux frères, le tout moyennant 700 livres que Jacques Loysel et Marie-Catherine Ducrocq, sa fiancée, s'engagent à lui verser. MC/ET/II/373"
,,MAGNIER,Pierre II,,?- entre 72 et 82,,"Fils de Pierre Magnier, sculpteur originaire de Beauvais qui est venu s'établir à Paris, habitait rue St Martin, ancien de l'académie de ST Luc. Marié à Marie Barrois, fille de Claude Barrois, maitre menuisier. Frère de Henri Magnier, également sculpteur, qui meurt à Paris en 1674.",Maitre sculpteur. Admis à l'académie de ST Luc en 1656.,"en 1665, demeure rue Transnonain.",,,,,Lami,,
